Year,Units,Series,Sex,Federal state,GeoCode,Value
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,47.1
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,49.9
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,50.6
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,53.5
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,55.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,57.2
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,58.8
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,31.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,33.7
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,35.0
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,38.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,42.0
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,44.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,47.5
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,50.0
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,51.9
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,North Rhine-Westphalia,code05,53.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,47.0
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,51.1
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,54.6
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,56.4
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,58.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,57.6
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,59.8
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,61.6
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,62.9
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,North Rhine-Westphalia,code05,64.4
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,41.4
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,43.7
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,47.0
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,50.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,52.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,52.4
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,56.8
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,58.6
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,60.0
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Rhineland Palatinate,code07,60.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,30.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,34.4
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,37.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,41.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,43.3
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,44.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,52.4
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,54.4
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,55.5
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Rhineland Palatinate,code07,56.3
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,51.6
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,53.0
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,57.0
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,59.7
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,61.2
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,59.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,61.5
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,63.1
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,64.6
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Rhineland Palatinate,code07,64.9
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,37.3
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,40.7
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,42.4
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,46.3
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,45.3
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,45.4
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,52.9
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,56.0
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,57.5
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saarland,code10,57.5
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,28.9
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,34.1
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,33.5
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,40.0
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,40.6
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,41.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,49.2
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,50.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,53.9
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saarland,code10,53.2
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,44.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,46.9
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,51.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,52.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,50.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,50.1
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,56.7
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,61.3
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,60.8
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saarland,code10,61.8
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,38.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,44.6
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,44.7
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,48.7
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,52.1
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,54.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,54.7
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,58.8
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,59.0
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony,code14,60.7
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,31.8
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,39.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,39.8
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,45.2
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,48.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,49.8
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,52.1
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,55.3
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,56.3
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony,code14,58.0
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,46.4
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,50.5
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,49.8
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,52.7
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,56.3
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,59.0
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,57.5
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,62.5
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,61.9
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony,code14,63.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,35.6
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,37.5
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,41.6
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,47.3
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,48.8
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,51.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,49.0
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,53.3
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,54.1
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Saxony-Anhalt,code15,57.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,29.1
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,29.3
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,34.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,39.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,45.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,49.5
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,46.4
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,49.9
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,49.1
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Saxony-Anhalt,code15,55.2
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,42.4
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,46.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,49.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,55.4
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,52.3
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,54.3
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,51.8
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,56.6
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,59.5
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Saxony-Anhalt,code15,60.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,44.4
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,46.1
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,48.9
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,52.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,56.5
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,56.5
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,55.5
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,57.9
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,59.7
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Schleswig-Holstein,code01,62.3
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,36.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,36.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,41.0
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,44.4
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,50.5
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,49.5
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,50.0
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,53.2
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,53.2
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Schleswig-Holstein,code01,56.3
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,52.5
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,56.4
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,56.8
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,60.8
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,62.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,64.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,61.4
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,63.4
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,67.2
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Schleswig-Holstein,code01,69.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,38.1
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,42.4
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,44.9
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,48.3
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,51.9
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,49.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,53.2
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,55.4
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,59.8
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Thuringia,code16,60.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,29.8
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,33.3
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,38.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,43.1
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,49.1
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,47.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,49.9
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,51.3
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,57.9
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Thuringia,code16,59.2
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,46.0
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,51.4
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,51.8
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,53.9
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,54.9
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,52.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,56.8
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,59.5
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,61.6
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Thuringia,code16,61.9
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
