Year,Units,Series,sex,federal state,GeoCode,Value
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,51.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,57.9
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,59.2
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,46.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,51.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,51.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,53.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,54.9
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,52.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,56.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,59.5
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,61.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,thuringia,code16,61.9
