Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2017,percentage (%),a) time series,0- to 2-year-olds,,hamburg,code02000,25.2
2018,percentage (%),a) time series,0- to 2-year-olds,,hamburg,code02000,24.6
2019,percentage (%),a) time series,0- to 2-year-olds,,hamburg,code02000,27.4
2012,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,14.7
2013,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,16.6
2014,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,18.9
2015,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,21.5
2016,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,20.9
2017,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,21.6
2018,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,21.1
2019,percentage (%),a) time series,0- to 2-year-olds,,"darmstadt, stadt",code06411,25.1
2012,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,23.3
2013,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,25.1
2014,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,27.9
2015,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,30.4
2016,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,31.7
2017,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,32.3
2018,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,32.9
2019,percentage (%),a) time series,0- to 2-year-olds,,"frankfurt am main, stadt",code06412,33.2
2012,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,15.9
2013,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,18.2
2014,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,21.3
2015,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,23.8
2016,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,22.0
2017,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,21.7
2018,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,21.3
2019,percentage (%),a) time series,0- to 2-year-olds,,"offenbach am main, stadt",code06413,20.4
2012,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,19.6
2013,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,18.1
2014,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,22.7
2015,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,24.4
2016,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,29.3
2017,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,29.4
2018,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,29.2
2019,percentage (%),a) time series,0- to 2-year-olds,,"wiesbaden, stadt",code06414,31.4
2012,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,10.6
2013,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,12.3
2014,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,13.3
2015,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,14.2
2016,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,14.7
2017,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,15.2
2018,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,15.3
2019,percentage (%),a) time series,0- to 2-year-olds,,bergstraße,code06431,15.9
2012,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,8.6
2013,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,10.0
2014,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,11.1
2015,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,12.3
2016,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,12.3
2017,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,13.2
2018,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,13.0
2019,percentage (%),a) time series,0- to 2-year-olds,,darmstadt-dieburg,code06432,13.4
2012,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,7.5
2013,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,8.9
2014,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,9.6
2015,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,11.1
2016,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,11.4
2017,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,11.7
2018,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,12.2
2019,percentage (%),a) time series,0- to 2-year-olds,,groß-gerau,code06433,12.3
2012,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,18.0
2013,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,19.5
2014,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,20.3
2015,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,22.0
2016,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,23.5
2017,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,24.3
2018,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,26.0
2019,percentage (%),a) time series,0- to 2-year-olds,,hochtaunuskreis,code06434,26.1
2012,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,10.8
2013,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,11.4
2014,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,12.6
2015,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,13.3
2016,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,13.7
2017,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,13.5
2018,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,14.2
2019,percentage (%),a) time series,0- to 2-year-olds,,main-kinzig-kreis,code06435,14.4
2012,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,15.7
2013,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,19.0
2014,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,22.0
2015,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,23.9
2016,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,23.1
2017,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,22.0
2018,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,21.9
2019,percentage (%),a) time series,0- to 2-year-olds,,main-taunus-kreis,code06436,23.7
2012,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,8.4
2013,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,9.6
2014,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,10.4
2015,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,10.5
2016,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,12.3
2017,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,13.0
2018,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,13.5
2019,percentage (%),a) time series,0- to 2-year-olds,,odenwaldkreis,code06437,14.3
2012,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,12.0
2013,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,14.0
2014,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,15.0
2015,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,16.2
2016,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,16.5
2017,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,16.5
2018,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,16.4
2019,percentage (%),a) time series,0- to 2-year-olds,,offenbach,code06438,17.7
2012,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,12.4
2013,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,16.2
2014,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,19.2
2015,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,18.2
2016,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,18.8
2017,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,18.7
2018,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,18.3
2019,percentage (%),a) time series,0- to 2-year-olds,,rheingau-taunus-kreis,code06439,18.2
2012,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,12.0
2013,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,13.0
2014,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,14.6
2015,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,14.6
2016,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,14.8
2017,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,14.9
2018,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,14.8
2019,percentage (%),a) time series,0- to 2-year-olds,,wetteraukreis,code06440,17.1
2012,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,14.6
2013,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,15.7
2014,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,17.8
2015,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,18.1
2016,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,17.5
2017,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,15.9
2018,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,17.4
2019,percentage (%),a) time series,0- to 2-year-olds,,gießen,code06531,18.3
2012,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,7.5
2013,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,9.8
2014,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,9.9
2015,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,11.2
2016,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,11.5
2017,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,10.5
2018,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,11.4
2019,percentage (%),a) time series,0- to 2-year-olds,,lahn-dill-kreis,code06532,10.9
2012,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,8.6
2013,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,9.2
2014,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,12.1
2015,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,12.6
2016,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,10.9
2017,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,10.2
2018,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,10.7
2019,percentage (%),a) time series,0- to 2-year-olds,,limburg-weilburg,code06533,12.1
2012,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,14.5
2013,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,15.0
2014,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,17.2
2015,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,17.9
2016,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,17.0
2017,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,16.9
2018,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,17.7
2019,percentage (%),a) time series,0- to 2-year-olds,,marburg-biedenkopf,code06534,18.6
2012,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,8.5
2013,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,10.4
2014,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,11.2
2015,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,11.2
2016,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,11.2
2017,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,11.8
2018,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,11.5
2019,percentage (%),a) time series,0- to 2-year-olds,,vogelsbergkreis,code06535,11.0
2012,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,14.1
2013,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,16.7
2014,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,19.6
2015,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,20.6
2016,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,20.6
2017,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,20.9
2018,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,21.1
2019,percentage (%),a) time series,0- to 2-year-olds,,"kassel, stadt",code06611,21.5
2012,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,11.5
2013,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,14.3
2014,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,15.0
2015,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,14.4
2016,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,14.4
2017,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,15.4
2018,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,15.7
2019,percentage (%),a) time series,0- to 2-year-olds,,fulda,code06631,16.5
2012,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,10.7
2013,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,13.4
2014,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,14.9
2015,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,15.6
2016,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,16.1
2017,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,16.2
2018,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,16.0
2019,percentage (%),a) time series,0- to 2-year-olds,,hersfeld-rotenburg,code06632,17.5
2012,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,6.1
2013,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,6.5
2014,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,7.3
2015,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,8.4
2016,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,8.2
2017,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,8.7
2018,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,8.1
2019,percentage (%),a) time series,0- to 2-year-olds,,kassel,code06633,10.3
2012,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,7.5
2013,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,8.5
2014,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,9.5
2015,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,9.2
2016,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,11.4
2017,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,11.7
2018,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,13.1
2019,percentage (%),a) time series,0- to 2-year-olds,,schwalm-eder-kreis,code06634,13.9
2012,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,6.8
2013,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,7.3
2014,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,8.6
2015,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,10.3
2016,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,10.2
2017,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,10.2
2018,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,10.7
2019,percentage (%),a) time series,0- to 2-year-olds,,waldeck-frankenberg,code06635,11.6
2012,percentage (%),a) time series,0- to 2-year-olds,,werra-meißner-kreis,code06636,13.3
